rank_overall,rank_within_layer,layer,measurement,measurement_label,site,archetype,literature_status,peak_timepoint,days_from_launch,peak_abs_z,peak_z_ci_lower_abs,peak_z_ci_high,z_score_robust,methods_concordance,is_baseline_fragile,fragility_reason,concordance_class,signal_score,clinical_flagged_count,deviation_flag,deviation_direction,fold_change,recovery_classification,return_to_baseline_day,recovery_velocity
2428,1051,microbial,K01951,GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2],NAC,,novel,R+1,1,5.020874164871918,4.144676012120152,-4.144676012120152,-9.881466716194497,both-elevated,False,,concordant,4.9736112145441815,0,extreme,down,0.0538553871905558,incomplete,,0.0194216430941911
2429,1052,microbial,K05992,maltogenic alpha-amylase [EC:3.2.1.133],NAC,,novel,R+1,1,4.995825241486695,4.142932054770909,-4.142932054770909,-11.006448491604939,both-elevated,False,,concordant,4.97151846572509,0,extreme,down,0.0518828698489412,incomplete,,0.0287595144129035
2430,1053,microbial,K06872,uncharacterized protein,NAC,,novel,R+1,1,6.819229757618668,6.212981523808587,-6.212981523808587,-13.36676714653177,both-elevated,False,,ambiguous,4.97038521904687,0,extreme,down,0.0,incomplete,,0.0
2431,1054,microbial,K05571,multicomponent Na+:H+ antiporter subunit G,NAC,,novel,R+1,1,7.17306536792112,6.208156118893263,-6.208156118893263,-18.362560283737363,both-elevated,False,,ambiguous,4.966524895114611,0,extreme,down,0.0,incomplete,,0.0
2432,1365,microbial,K24131,protease PrsW [EC:3.4.-.-],ORC,,novel,R+1,1,5.372351945284859,4.96409190123285,-4.96409190123285,-13.089430295773687,both-elevated,False,,idiosyncratic,4.96409190123285,0,extreme,down,0.0,incomplete,,0.0
2433,1366,microbial,K01770,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]",ORC,,novel,R+1,1,6.971996815080891,6.204983073438177,-6.204983073438177,-40.42622751109404,both-elevated,True,unstable-ci,ambiguous,4.963986458750542,0,extreme,down,0.0,incomplete,,0.0
2434,1367,microbial,K09457,7-cyano-7-deazaguanine reductase [EC:1.7.1.13],ORC,,novel,R+82,82,5.391651590496959,4.962477415788503,-4.962477415788503,-12.445526058530254,both-elevated,False,,idiosyncratic,4.962477415788503,0,extreme,down,0.0328649102618535,incomplete,,
2435,1055,microbial,K03043,DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],NAC,,novel,R+1,1,7.053244097221884,6.201537364494268,-6.201537364494268,-27.126146824800266,both-elevated,False,,ambiguous,4.961229891595415,0,extreme,down,0.0,incomplete,,0.0537727402368713
2436,1368,microbial,K00112,glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3],ORC,,novel,R+1,1,7.133634943458988,6.19696373844377,-6.19696373844377,-8.30695717465649,both-elevated,False,,ambiguous,4.957570990755016,0,extreme,down,0.0,incomplete,,0.0
2437,1369,microbial,K02342,DNA polymerase III subunit epsilon [EC:2.7.7.7],ORC,,novel,R+82,82,5.833269521310021,4.957566063180539,-4.957566063180539,-15.166757245119058,both-elevated,False,,idiosyncratic,4.957566063180539,0,extreme,down,0.0,incomplete,,
2438,1370,microbial,K07320,ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298],ORC,,novel,R+1,1,7.490217135629131,6.195769260769079,-6.195769260769079,-7.065832908463271,both-elevated,False,,ambiguous,4.956615408615264,0,extreme,down,0.0,incomplete,,0.0
2439,1371,microbial,K07235,tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-],ORC,,novel,R+1,1,7.459238561691277,6.191461882577751,-6.191461882577751,-5.31477858648936,both-elevated,False,,ambiguous,4.953169506062201,0,extreme,down,0.0,incomplete,,0.0
2440,1056,microbial,K00873,pyruvate kinase [EC:2.7.1.40],NAC,,novel,R+1,1,7.47347920387048,6.182720174584656,-6.182720174584656,-7.1141685821364185,both-elevated,False,,ambiguous,4.946176139667725,0,extreme,down,0.0400466394407954,incomplete,,0.0277580886911218
2441,1057,microbial,K03575,A/G-specific adenine glycosylase [EC:3.2.2.31],NAC,,novel,R+1,1,7.373842778460547,6.181608555136901,-6.181608555136901,-9.780716811432555,both-elevated,False,,ambiguous,4.945286844109521,0,extreme,down,0.0,incomplete,,0.0626873768955695
2442,1372,microbial,K02065,phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein,ORC,,novel,R+82,82,4.785047339508337,4.120883470631919,-4.120883470631919,-40.08630916901886,both-elevated,True,unstable-ci,concordant,4.945060164758303,0,extreme,down,0.0235634093918948,incomplete,,
2443,1058,microbial,K01933,phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1],NAC,,novel,R+1,1,5.052220394203598,4.12028709782493,-4.12028709782493,-3.720436098618061,both-elevated,False,,concordant,4.944344517389916,0,extreme,down,0.0535777900212638,incomplete,,0.0325932303560152
2444,1059,microbial,K01356,repressor LexA [EC:3.4.21.88],NAC,,novel,R+1,1,7.270034297040652,6.179432558161429,-6.179432558161429,-12.772695319848152,both-elevated,False,,ambiguous,4.943546046529144,0,extreme,down,0.0,incomplete,,0.0582757891638888
2445,1373,microbial,K13694,murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13],ORC,,novel,R+1,1,6.979782620885426,6.179170339302777,-6.179170339302777,-9.86020721206048,both-elevated,False,,ambiguous,4.943336271442222,0,extreme,down,0.0,incomplete,,0.0
2446,1060,microbial,K02077,zinc/manganese transport system substrate-binding protein,NAC,,novel,R+1,1,6.948505282109818,6.177569828061812,-6.177569828061812,-39.20266240466797,both-elevated,True,unstable-ci,ambiguous,4.94205586244945,0,extreme,down,0.0,incomplete,,0.047369159076052
2447,1061,microbial,K16116,pristinamycin I synthetase 1,NAC,,novel,R+1,1,7.06265603592019,6.175244435311323,-6.175244435311323,-23.46436766689112,both-elevated,False,,ambiguous,4.940195548249059,0,extreme,down,0.0,incomplete,,0.0
2448,1062,microbial,K24592,Rotavirus nonstructural protein 1-1,NAC,,novel,R+1,1,4.936098870492798,4.1148020505156575,-4.1148020505156575,-12.64389332700477,both-elevated,False,,concordant,4.937762460618789,0,extreme,down,0.0451318475211871,incomplete,,0.0218291716051182
2449,1063,microbial,K01191,alpha-mannosidase [EC:3.2.1.24],NAC,,novel,R+1,1,7.1662784483993835,6.167965204685055,-6.167965204685055,-16.38700422148508,both-elevated,False,,ambiguous,4.934372163748044,0,extreme,down,0.0,incomplete,,0.0647460053144316
2450,1374,microbial,K03797,carboxyl-terminal processing protease [EC:3.4.21.102],ORC,,novel,R+82,82,7.468939717946302,6.163094364202567,-6.163094364202567,-5.539766588286748,both-elevated,False,,ambiguous,4.930475491362054,0,extreme,down,0.0,incomplete,,
2451,1064,microbial,K01426,amidase [EC:3.5.1.4],NAC,,novel,R+1,1,4.884011600523082,4.104512658816077,-4.104512658816077,-15.75882235274529,both-elevated,False,,concordant,4.925415190579292,0,extreme,down,0.0,incomplete,,0.0379351968790615
2452,1375,microbial,K07171,mRNA interferase MazF [EC:3.1.-.-],ORC,,novel,R+1,1,7.451022379034328,6.152565842412949,-6.152565842412949,-6.6286034008523815,both-elevated,False,,ambiguous,4.922052673930359,0,extreme,down,0.0,incomplete,,0.0
2453,1065,microbial,K11068,hemolysin III,NAC,,novel,R+1,1,7.359277062706255,6.140690949178818,-6.140690949178818,-5.660857159498506,both-elevated,False,,ambiguous,4.912552759343055,0,extreme,down,0.0,incomplete,,0.0549412412746968
2454,1066,microbial,K02970,small subunit ribosomal protein S21,NAC,,novel,R+1,1,7.277281752053296,6.135375843850855,-6.135375843850855,-10.95884628862248,both-elevated,False,,ambiguous,4.908300675080684,0,extreme,down,0.0,incomplete,,0.0
2455,1067,microbial,K15956,daunorubicin C-13 ketoreductase,NAC,,novel,R+1,1,7.348206630566701,6.134931779712413,-6.134931779712413,-5.694571853090387,both-elevated,False,,ambiguous,4.907945423769931,0,extreme,down,0.0,incomplete,,0.066125491255724
2456,1376,microbial,K17249,"GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase [EC:2.4.1.292]",ORC,,novel,R+1,1,6.696257854684785,6.130486258791712,-6.130486258791712,-13.992036568679959,both-elevated,False,,ambiguous,4.9043890070333696,0,extreme,down,0.0,incomplete,,0.0
2457,1068,microbial,K21390,adhesion defective protein 2,NAC,,novel,R+1,1,7.42232715266869,6.123787838683713,-6.123787838683713,-5.445376821836379,both-elevated,False,,ambiguous,4.89903027094697,0,extreme,down,0.0,incomplete,,0.0671124410248108
2458,1069,microbial,K03795,sirohydrochlorin cobaltochelatase [EC:4.99.1.3],NAC,,novel,R+1,1,7.344733955975824,6.117730933228909,-6.117730933228909,-8.581755660707618,both-elevated,False,,ambiguous,4.894184746583128,0,extreme,down,0.0,incomplete,,0.0432543165312165
2459,1377,microbial,K03582,exodeoxyribonuclease V beta subunit [EC:3.1.11.5],ORC,,novel,R+1,1,7.366015113781014,6.117442276681462,-6.117442276681462,-8.01039714537416,both-elevated,False,,ambiguous,4.89395382134517,0,extreme,down,0.0,incomplete,,0.0
2460,1378,microbial,K00018,glycerate dehydrogenase [EC:1.1.1.29],ORC,,novel,R+1,1,4.922749652847841,4.077974792259455,-4.077974792259455,-11.01262241107297,both-elevated,False,,concordant,4.893569750711346,0,extreme,down,0.0,incomplete,,0.0
2461,1379,microbial,K06980,tRNA-modifying protein YgfZ,ORC,,novel,R+1,1,6.958324482878351,6.116945199864635,-6.116945199864635,-27.491057035063015,both-elevated,False,,ambiguous,4.893556159891709,0,extreme,down,0.0,incomplete,,0.0
2462,1070,microbial,K23537,general nucleoside transport system ATP-binding protein,NAC,,novel,R+45,45,7.414789402317857,6.114280336781331,-6.114280336781331,-6.1205590160347665,both-elevated,False,,ambiguous,4.891424269425065,0,extreme,down,0.0,incomplete,,0.1085433590703714
2463,1380,microbial,K09817,zinc transport system ATP-binding protein [EC:7.2.2.20],ORC,,novel,R+1,1,7.084498364070731,6.108294257766091,-6.108294257766091,-7.686761129478822,both-elevated,False,,ambiguous,4.886635406212873,0,extreme,down,0.0,incomplete,,0.0
2464,1381,microbial,K18136,"TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor",ORC,,novel,R+1,1,6.371092319642508,6.106720861675226,-6.106720861675226,-29.831768998808705,both-elevated,True,unstable-ci,ambiguous,4.885376689340181,0,extreme,down,0.0,incomplete,,0.0
2465,1382,microbial,K11209,GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-],ORC,,novel,R+1,1,5.066042239154569,4.070418979243038,-4.070418979243038,-4.549668391232842,both-elevated,False,,concordant,4.884502775091645,0,extreme,down,0.0,incomplete,,0.0
2466,1071,microbial,K00940,nucleoside-diphosphate kinase [EC:2.7.4.6],NAC,,novel,R+1,1,7.298725305785844,6.10215897581301,-6.10215897581301,-9.30614089736745,both-elevated,False,,ambiguous,4.881727180650408,0,extreme,down,0.0582468946903457,incomplete,,0.0391260876521707
2467,1383,microbial,K02471,vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein,ORC,,novel,R+1,1,7.308134356537926,6.1011431032939365,-6.1011431032939365,-5.674289569125196,both-elevated,False,,ambiguous,4.880914482635149,0,extreme,down,0.0,incomplete,,0.0
2468,1072,microbial,K03439,tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33],NAC,,novel,R+1,1,7.258392139157403,6.100235307736089,-6.100235307736089,-6.0841751060140234,both-elevated,False,,ambiguous,4.8801882461888715,0,extreme,down,0.0739649693082381,incomplete,,0.0395120019533466
2469,1384,microbial,K01595,phosphoenolpyruvate carboxylase [EC:4.1.1.31],ORC,,novel,R+82,82,5.966370832507342,4.87797706544545,-4.87797706544545,-4.0301288956987245,both-elevated,False,,idiosyncratic,4.87797706544545,0,extreme,down,0.0,incomplete,,
2470,1073,microbial,K10947,"PadR family transcriptional regulator, regulatory protein PadR",NAC,,novel,R+1,1,4.827391951591299,4.062709616076436,-4.062709616076436,-16.82947381652245,both-elevated,False,,concordant,4.875251539291723,0,extreme,down,0.0399065170891631,incomplete,,0.0348625841396502
2471,1074,microbial,K15869,3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase [EC:1.1.1.395],NAC,,novel,R+1,1,7.38386110796975,6.093721678603536,-6.093721678603536,-6.5587440361724845,both-elevated,False,,ambiguous,4.874977342882829,0,extreme,down,0.0,incomplete,,0.0590324481310821
2472,1075,microbial,K01847,methylmalonyl-CoA mutase [EC:5.4.99.2],NAC,,novel,R+1,1,6.964887306877822,6.092532878543898,-6.092532878543898,-24.108542889592872,both-elevated,False,,ambiguous,4.874026302835119,0,extreme,down,0.0,incomplete,,0.0629107207588683
2473,1385,microbial,K03286,"OmpA-OmpF porin, OOP family",ORC,,novel,R+1,1,6.874885985979043,6.0910491376496605,-6.0910491376496605,-35.55722152318509,both-elevated,True,unstable-ci,ambiguous,4.872839310119729,0,extreme,down,0.0,incomplete,,0.0
2474,1386,microbial,K10806,acyl-CoA thioesterase YciA [EC:3.1.2.-],ORC,,novel,R+82,82,7.382586775755445,6.0852575828340205,-6.0852575828340205,-5.832749667190855,both-elevated,False,,ambiguous,4.868206066267216,0,extreme,down,0.0,incomplete,,
2475,1387,microbial,K03599,stringent starvation protein A,ORC,,novel,R+82,82,7.1218702764898305,6.081364046432432,-6.081364046432432,-7.033754276442541,both-elevated,False,,ambiguous,4.865091237145946,0,extreme,down,0.0,incomplete,,
2476,1076,microbial,K11414,NAD+-dependent protein deacetylase sirtuin 4 [EC:2.3.1.286],NAC,,novel,R+1,1,7.254808338480546,6.080724792777434,-6.080724792777434,-9.807501253207752,both-elevated,False,,ambiguous,4.8645798342219475,0,extreme,down,0.0,slow,45.0,0.0559531833396965
2477,1388,microbial,K03385,nitrite reductase (cytochrome c-552) [EC:1.7.2.2],ORC,,novel,R+82,82,7.2732078985444115,6.080704399929439,-6.080704399929439,-5.753588483805219,both-elevated,False,,ambiguous,4.864563519943552,0,extreme,down,0.0,incomplete,,
2478,1389,microbial,K01992,ABC-2 type transport system permease protein,ORC,,novel,R+1,1,4.269199661906785,4.053069378965269,-4.053069378965269,-16.77966387222466,both-elevated,False,,concordant,4.863683254758322,0,extreme,down,0.0,incomplete,,0.0
2479,1390,microbial,K09911,uncharacterized protein,ORC,,novel,R+1,1,6.313290348532738,6.077842507080659,-6.077842507080659,-33.17807265773443,both-elevated,True,unstable-ci,ambiguous,4.862274005664528,0,extreme,down,0.0,incomplete,,0.0
2480,1077,microbial,K01192,beta-mannosidase [EC:3.2.1.25],NAC,,novel,R+1,1,7.370623087905051,6.075585236953941,-6.075585236953941,-6.048212699684659,both-elevated,False,,ambiguous,4.860468189563154,0,extreme,down,0.0,incomplete,,0.0574806412137447
2481,1078,microbial,K04015,protein NrfD,NAC,,novel,R+1,1,7.067587218639705,6.073434103961751,-6.073434103961751,-16.015113048399147,both-elevated,False,,ambiguous,4.858747283169401,0,extreme,down,0.0,incomplete,,0.0
2482,1079,microbial,K09125,queuosine precursor transporter,NAC,,novel,R+1,1,7.021397322959673,6.073362837882475,-6.073362837882475,-18.435365376938233,both-elevated,False,,ambiguous,4.85869027030598,0,extreme,down,0.0,incomplete,,0.0558825209141584
2483,1391,microbial,K23229,O55-antigen biosynthesis glycosyltransferase,ORC,,novel,R+1,1,7.232584481823151,6.072945615510684,-6.072945615510684,-6.0119936060711066,both-elevated,False,,ambiguous,4.858356492408547,0,extreme,down,0.0,incomplete,,0.0
2484,1080,microbial,K02902,large subunit ribosomal protein L28,NAC,,novel,R+1,1,6.699251279546053,6.066546942111918,-6.066546942111918,-137.5386184081942,both-elevated,True,unstable-ci,ambiguous,4.853237553689535,0,extreme,down,0.0514800714643244,incomplete,,0.0354649027543652
2485,1392,microbial,K12542,"membrane fusion protein, adhesin transport system",ORC,,novel,R+1,1,6.802551364184671,6.061665239301095,-6.061665239301095,-10.336693903974206,both-elevated,False,,ambiguous,4.849332191440876,0,extreme,down,0.0,incomplete,,0.0
2486,1393,microbial,K00563,23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187],ORC,,novel,R+1,1,6.71376888035207,6.058772045009959,-6.058772045009959,-11.76262478271313,both-elevated,False,,ambiguous,4.847017636007967,0,extreme,down,0.0,incomplete,,0.0
2487,1081,microbial,K02003,putative ABC transport system ATP-binding protein,NAC,,novel,R+1,1,7.342757641921144,6.051213921764452,-6.051213921764452,-6.004807602550709,both-elevated,False,,ambiguous,4.840971137411562,0,extreme,down,0.0423002893716262,incomplete,,0.0385303581475355
2488,1394,microbial,K08990,putative membrane protein,ORC,,novel,R+1,1,6.703946531325094,6.0463058966349195,-6.0463058966349195,-11.667672077937192,both-elevated,False,,ambiguous,4.837044717307936,0,extreme,down,0.0,incomplete,,0.0
2489,1082,microbial,K02783,glucitol/sorbitol PTS system EIIC component,NAC,,novel,R+45,45,6.788278299341995,6.034801611645769,-6.034801611645769,-41.312565634145784,both-elevated,True,unstable-ci,ambiguous,4.827841289316615,0,extreme,down,0.0471356624672683,incomplete,,0.1113204490602053
2490,1395,microbial,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",ORC,,novel,R+82,82,5.914020478764835,4.8255809923386295,-4.8255809923386295,-4.117785072169242,both-elevated,False,,idiosyncratic,4.8255809923386295,0,extreme,down,0.0203418251736567,incomplete,,
2491,1396,microbial,K03628,transcription termination factor Rho,ORC,,novel,R+82,82,7.268936047557647,6.029138424253509,-6.029138424253509,-5.210392180986897,both-elevated,False,,ambiguous,4.823310739402808,0,extreme,down,0.0,incomplete,,
2492,1083,microbial,K24390,mycinamicin IV hydroxylase/epoxidase [EC:1.14.-.-],NAC,,novel,R+1,1,6.033232766861274,6.025898359669999,-6.025898359669999,-1039.0288886094277,both-elevated,True,unstable-ci,ambiguous,4.820718687736,0,extreme,down,0.0,incomplete,,0.0457850823949668
2493,1084,microbial,K02864,large subunit ribosomal protein L10,NAC,,novel,R+1,1,7.309799259538641,6.022117432697492,-6.022117432697492,-5.877447879232163,both-elevated,False,,ambiguous,4.817693946157994,0,extreme,down,0.0466264654794399,incomplete,,0.0342464131269071
2494,1397,microbial,K02895,large subunit ribosomal protein L24,ORC,,novel,R+82,82,5.919186743768798,4.817661367119991,-4.817661367119991,-4.470251215566355,both-elevated,False,,idiosyncratic,4.817661367119991,0,extreme,down,0.0325953276884883,incomplete,,
2495,1085,microbial,K01623,"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]",NAC,,novel,R+1,1,6.776289284847469,6.020907897202705,-6.020907897202705,-40.654200706927945,both-elevated,True,unstable-ci,ambiguous,4.816726317762164,0,extreme,down,0.0,incomplete,,0.0466740503011952
2496,1398,microbial,K22105,"TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator",ORC,,novel,R+1,1,7.22144330171979,6.01956617320565,-6.01956617320565,-8.790580958826947,both-elevated,False,,ambiguous,4.81565293856452,0,extreme,down,0.0,incomplete,,0.0
2497,1399,microbial,K07237,tRNA 2-thiouridine synthesizing protein B,ORC,,novel,R+45,45,6.956572336795069,6.019269125812083,-6.019269125812083,-7.841754999281782,both-elevated,False,,ambiguous,4.815415300649667,0,extreme,down,0.0,incomplete,,0.054314622968188
2498,1086,microbial,K01222,6-phospho-beta-glucosidase [EC:3.2.1.86],NAC,,novel,R+45,45,6.636924474628139,6.018775479273909,-6.018775479273909,-184.41727719570738,both-elevated,True,unstable-ci,ambiguous,4.815020383419128,0,extreme,down,0.0,incomplete,,0.1195860510108949
2499,1087,microbial,K01679,"fumarate hydratase, class II [EC:4.2.1.2]",NAC,,novel,R+1,1,6.846391163233738,6.017767191770814,-6.017767191770814,-9.024802176088096,both-elevated,False,,ambiguous,4.814213753416652,0,extreme,down,0.0707860020653644,incomplete,,0.0431080626708541
2500,1400,microbial,K09802,uncharacterized protein,ORC,,novel,R+1,1,7.201890591543369,6.0155317097121745,-6.0155317097121745,-5.66264875478179,both-elevated,False,,ambiguous,4.81242536776974,0,extreme,down,0.0,incomplete,,0.0
2501,1088,microbial,K01735,3-dehydroquinate synthase [EC:4.2.3.4],NAC,,novel,R+45,45,6.910662675733089,6.014915659123454,-6.014915659123454,-21.52212932398999,both-elevated,False,,ambiguous,4.811932527298763,0,extreme,down,0.0,incomplete,,0.1224019511744671
2502,1401,microbial,K06901,adenine/guanine/hypoxanthine permease,ORC,,novel,R+82,82,5.6826071356776735,4.811475665032882,-4.811475665032882,-14.437464734839999,both-elevated,False,,idiosyncratic,4.811475665032882,0,extreme,down,0.0260713360526535,incomplete,,
2503,1089,microbial,K20615,capreomycidine synthase [EC:4.2.1.145],NAC,,novel,R+1,1,4.8267383163090365,4.009091326779099,-4.009091326779099,-12.12021334401994,both-elevated,False,,concordant,4.8109095921349185,0,extreme,down,0.0578654195427976,incomplete,,0.0221618203410701
